DOEID,MONEYPY,HOUSEHOLDER_RACE,SCALEE,UATYP10,DIVISION,
104173,11,1,0,U,New England,
104174,9,1,3,U,East South Central,
104175,9,1,0,C,West North Central,
104176,14,4,0,U,South Atlantic,
104177,11,1,0,U,South Atlantic,
104178,16,1,0,U,Middle Atlantic,
104179,12,1,0,U,East South Central,
104180,4,1,0,R,South Atlantic,
104181,16,1,0,U,Pacific,
104182,8,1,0,U,South Atlantic,
104183,5,2,0,U,West South Central,
104184,13,1,0,U,Mountain,
104185,10,1,0,U,Middle Atlantic,
104186,9,1,0,U,Mountain,
104187,1,5,2,U,Pacific,
104188,16,1,0,R,West North Central,
104189,16,1,0,R,West North Central,
104190,16,4,0,U,West South Central,
104191,13,2,0,U,Mountain,
104192,16,1,0,R,New England,
104193,16,1,0,U,East South Central,
104194,15,1,0,U,South Atlantic,
104195,15,1,0,U,New England,
104196,15,1,0,C,East North Central,
104197,7,2,0,U,East South Central,
104198,14,1,0,U,Middle Atlantic,
104199,16,1,0,U,West North Central,
104200,14,1,0,U,South Atlantic,
104201,5,1,0,U,New England,
104202,9,1,0,U,Pacific,
104203,16,1,0,U,West South Central,
104204,9,2,0,U,East North Central,
104205,14,1,0,C,West North Central,
104206,14,1,0,U,Pacific,
104207,2,1,0,U,New England,
104208,3,1,0,U,West South Central,
104209,8,1,0,U,New England,
104210,12,1,0,U,Pacific,
104211,4,2,3,U,East North Central,
104212,9,1,0,U,New England,
104213,14,4,0,U,New England,
104214,12,2,0,U,East South Central,
104215,11,1,0,C,East North Central,
104216,8,1,0,R,East South Central,
104217,16,1,0,U,Pacific,
104218,9,1,0,U,South Atlantic,
104219,12,1,0,U,East North Central,
104220,7,1,0,C,New England,
104221,8,2,0,U,West South Central,
104222,15,1,0,C,Pacific,
104223,14,1,0,U,Pacific,
104224,11,2,1,U,South Atlantic,
104225,14,1,0,U,New England,
104226,16,1,0,R,Mountain,
104227,9,2,0,U,East South Central,
104228,14,2,0,U,West South Central,
104229,15,1,0,U,Middle Atlantic,
104230,4,1,0,R,East South Central,
104231,16,1,0,C,South Atlantic,
104232,7,1,0,R,West North Central,
104233,6,1,3,C,Middle Atlantic,
104234,9,1,0,R,New England,
104235,11,1,0,C,West North Central,
104236,15,1,0,U,Pacific,
104237,9,1,0,U,East North Central,
104238,14,1,0,U,Middle Atlantic,
104239,12,1,0,C,West South Central,
104240,6,1,0,C,East North Central,
104241,15,1,0,U,Pacific,
104242,11,1,0,R,Pacific,
104243,16,1,0,U,Mountain,
104244,12,1,0,U,West South Central,
104245,15,1,0,R,Mountain,
104246,11,1,0,U,West North Central,
104247,8,1,0,R,East North Central,
104248,15,1,0,R,West North Central,
104249,11,1,0,C,Mountain,
104250,15,2,0,U,Middle Atlantic,
104251,14,1,0,R,West North Central,
104252,9,1,0,R,Pacific,
104253,15,1,0,C,Mountain,
104254,9,1,0,C,East South Central,
104255,3,2,0,C,East South Central,
104256,3,1,0,U,South Atlantic,
104257,13,1,0,U,Mountain,
104258,16,2,0,U,New England,
104259,16,1,0,U,West South Central,
104260,14,6,0,C,Pacific,
104261,14,1,0,U,New England,
104262,16,1,0,R,Middle Atlantic,
104263,14,3,0,U,East North Central,
104264,13,1,0,U,Pacific,
104265,3,2,0,C,West South Central,
104266,13,1,0,U,West North Central,
104267,14,1,0,U,Pacific,
104268,13,1,0,R,Mountain,
104269,14,1,0,U,South Atlantic,
104270,5,1,0,R,South Atlantic,
104271,15,1,0,U,South Atlantic,
104272,15,4,0,U,New England,
104273,14,4,0,U,Pacific,
104274,14,1,0,U,West North Central,
104275,13,1,0,U,East North Central,
104276,16,1,0,U,South Atlantic,
104277,6,1,0,R,West South Central,
104278,16,1,0,U,Middle Atlantic,
104279,11,1,0,U,East North Central,
104280,11,4,0,U,Pacific,
104281,16,2,0,R,South Atlantic,
104282,15,2,0,U,South Atlantic,
104283,16,1,0,U,Mountain,
104284,10,1,0,U,Pacific,
104285,8,1,0,U,Mountain,
104286,2,1,0,C,West North Central,
104287,15,1,0,U,South Atlantic,
104288,13,1,0,U,Mountain,
104289,14,1,0,U,Mountain,
104290,8,4,0,U,West South Central,
104291,14,1,0,U,Pacific,
104292,15,1,0,U,Pacific,
104293,14,2,0,U,South Atlantic,
104294,6,1,0,R,West North Central,
104295,11,1,0,U,East North Central,
104296,12,1,0,U,Mountain,
104297,12,1,0,U,Mountain,
104298,15,6,0,U,West South Central,
104299,7,1,0,R,South Atlantic,
104300,9,1,0,R,East North Central,
104301,14,1,0,U,East North Central,
104302,11,1,0,C,Mountain,
104303,14,1,0,U,Middle Atlantic,
104304,6,1,0,U,South Atlantic,
104305,12,1,0,R,Mountain,
104306,13,1,0,U,South Atlantic,
104307,5,1,0,U,Middle Atlantic,
104308,8,1,0,U,Pacific,
104309,14,1,0,U,West North Central,
104310,5,2,0,U,New England,
104311,4,2,2,R,East South Central,
104312,6,1,0,U,Pacific,
104313,1,1,0,C,New England,
104314,15,1,0,U,Mountain,
104315,11,2,0,U,West South Central,
104316,12,2,0,U,Pacific,
104317,14,1,0,R,Mountain,
104318,14,1,0,U,Mountain,
104319,16,1,0,R,East North Central,
104320,15,2,0,U,East North Central,
104321,16,1,0,U,East North Central,
104322,11,2,0,U,Mountain,
104323,11,1,0,U,West South Central,
104324,1,1,0,U,West North Central,
104325,12,1,0,U,East North Central,
104326,14,2,0,U,West South Central,
104327,1,1,0,C,Mountain,
104328,10,6,0,R,Mountain,
104329,11,1,0,C,Mountain,
104330,9,1,0,R,Mountain,
104331,13,1,0,U,South Atlantic,
104332,13,1,3,U,South Atlantic,
104333,13,1,0,U,South Atlantic,
104334,10,1,0,R,East North Central,
104335,16,1,0,R,West South Central,
104336,8,1,0,U,South Atlantic,
104337,15,1,0,R,Pacific,
104338,15,1,0,R,New England,
104339,6,1,0,U,South Atlantic,
104340,13,1,0,U,Middle Atlantic,
104341,15,1,0,U,Pacific,
104342,16,1,0,U,East South Central,
104343,4,2,0,R,West South Central,
104344,15,1,0,U,South Atlantic,
104345,15,1,0,U,New England,
104346,8,1,0,U,South Atlantic,
104347,7,1,0,R,Pacific,
104348,16,1,0,U,Pacific,
104349,12,1,0,R,Pacific,
104350,10,3,0,U,Pacific,
104351,9,4,0,U,Pacific,
104352,13,1,0,U,East North Central,
104353,2,2,0,C,East South Central,
104354,6,1,0,C,Mountain,
104355,9,1,0,U,Mountain,
104356,14,1,0,U,Middle Atlantic,
104357,16,1,0,U,Middle Atlantic,
104358,15,1,0,U,New England,
104359,16,1,0,U,East North Central,
104360,16,1,0,R,New England,
104361,5,1,0,R,West South Central,
104362,8,1,0,U,Mountain,
104363,8,1,0,R,South Atlantic,
104364,15,1,0,U,Mountain,
104365,12,1,0,U,New England,
104366,13,1,0,R,New England,
104367,15,1,0,U,South Atlantic,
104368,13,1,0,U,East South Central,
104369,10,1,2,U,Mountain,
104370,1,1,3,R,South Atlantic,
104371,13,1,0,C,West North Central,
104372,16,1,0,U,Pacific,
104373,4,2,0,R,East South Central,
104374,11,4,0,U,Mountain,
104375,3,1,0,U,Middle Atlantic,
104376,3,1,0,U,South Atlantic,
104377,16,1,0,R,West South Central,
104378,10,1,0,C,West North Central,
104379,16,1,0,R,West North Central,
104380,8,3,3,U,West North Central,
104381,8,4,0,U,East South Central,
104382,15,1,0,R,West North Central,
104383,13,1,0,U,West South Central,
104384,13,1,0,R,East South Central,
104385,15,1,0,R,East North Central,
104386,6,1,0,C,New England,
104387,16,1,0,U,East North Central,
104388,14,1,0,U,East South Central,
104389,13,1,0,U,East North Central,
104390,12,1,0,R,West South Central,
104391,11,1,0,R,New England,
104392,9,1,0,R,West South Central,
104393,15,1,0,U,West South Central,
104394,4,3,0,R,West South Central,
104395,15,1,0,U,South Atlantic,
104396,3,1,0,U,West South Central,
104397,14,1,0,U,Middle Atlantic,
104398,3,4,2,U,Pacific,
104399,11,1,0,U,East South Central,
104400,5,2,0,U,Mountain,
104401,1,2,1,C,East South Central,
104402,13,1,0,U,Middle Atlantic,
104403,14,1,0,U,Pacific,
104404,12,1,3,U,East South Central,
104405,12,1,0,C,Mountain,
104406,4,1,0,U,Mountain,
104407,11,1,0,U,South Atlantic,
104408,14,1,2,U,Pacific,
104409,14,1,0,R,Middle Atlantic,
104410,7,1,0,C,Mountain,
104411,7,1,2,C,West North Central,
104412,12,1,0,U,Pacific,
104413,9,1,0,R,West South Central,
104414,14,1,0,R,Middle Atlantic,
104415,15,1,0,R,New England,
104416,14,4,0,U,Pacific,
104417,15,1,0,U,New England,
104418,8,2,0,U,Middle Atlantic,
104419,16,2,0,U,West South Central,
104420,12,1,0,C,East South Central,
104421,11,1,0,U,East North Central,
104422,8,1,0,U,Mountain,
104423,15,1,0,U,East South Central,
104424,15,1,0,U,South Atlantic,
104425,11,1,0,U,New England,
104426,12,5,0,U,Pacific,
104427,13,1,3,U,Middle Atlantic,
104428,16,1,0,R,Mountain,
104429,16,1,0,R,Middle Atlantic,
104430,16,1,0,U,South Atlantic,
104431,10,1,0,U,South Atlantic,
104432,15,2,3,U,South Atlantic,
104433,14,1,0,R,East North Central,
104434,6,1,0,C,Pacific,
104435,9,1,0,U,East South Central,
104436,15,2,0,U,South Atlantic,
104437,8,1,0,C,East South Central,
104438,15,1,0,U,New England,
104439,11,1,0,U,Mountain,
104440,14,1,0,U,Pacific,
104441,15,1,0,U,South Atlantic,
104442,1,1,0,R,East North Central,
104443,16,1,0,U,South Atlantic,
104444,11,1,0,U,Pacific,
104445,6,1,0,U,Pacific,
104446,9,1,0,R,West North Central,
104447,16,1,0,U,Middle Atlantic,
104448,11,1,0,U,Middle Atlantic,
104449,15,4,0,U,New England,
104450,11,1,0,R,New England,
104451,9,4,0,U,Pacific,
104452,15,4,0,U,South Atlantic,
104453,13,1,3,U,Middle Atlantic,
104454,14,1,0,R,New England,
104455,6,1,0,U,West South Central,
104456,14,1,0,R,East North Central,
104457,15,1,0,R,New England,
104458,16,1,0,U,West South Central,
104459,13,1,0,U,New England,
104460,15,3,0,R,Pacific,
104461,12,1,0,R,South Atlantic,
104462,15,1,0,C,Mountain,
104463,14,6,0,U,South Atlantic,
104464,2,1,2,U,South Atlantic,
104465,7,1,0,U,Mountain,
104466,7,1,0,R,Mountain,
104467,14,1,0,U,Mountain,
104468,16,1,0,U,Middle Atlantic,
104469,13,1,0,U,West South Central,
104470,9,2,0,U,Middle Atlantic,
104471,16,1,0,U,East North Central,
104472,15,1,0,U,New England,
104473,14,1,0,R,West North Central,
104474,14,1,0,U,South Atlantic,
104475,2,1,0,C,New England,
104476,7,1,0,C,East North Central,
104477,12,1,0,R,South Atlantic,
104478,14,2,3,U,Middle Atlantic,
104479,15,1,0,U,Mountain,
104480,16,1,0,C,New England,
104481,7,1,0,R,Pacific,
104482,7,1,0,R,East North Central,
104483,15,1,0,R,Middle Atlantic,
104484,14,1,3,U,Middle Atlantic,
104485,6,1,0,C,West North Central,
104486,14,1,0,U,Mountain,
104487,9,1,0,U,West South Central,
104488,8,1,3,R,Middle Atlantic,
104489,9,3,0,R,Pacific,
104490,15,1,0,U,Pacific,
104491,16,1,0,R,East South Central,
104492,11,1,0,R,South Atlantic,
104493,14,1,0,U,East South Central,
104494,11,1,0,U,East North Central,
104495,15,1,0,U,Middle Atlantic,
104496,10,1,0,U,West South Central,
104497,3,2,0,U,South Atlantic,
104498,12,1,0,U,South Atlantic,
104499,14,2,0,U,West South Central,
104500,15,1,0,U,Mountain,
104501,16,1,0,U,New England,
104502,13,1,0,U,West North Central,
104503,14,6,0,C,West South Central,
104504,16,1,0,R,New England,
104505,11,1,3,U,Mountain,
104506,16,4,0,U,Pacific,
104507,16,1,0,R,Pacific,
104508,16,1,0,U,West South Central,
104509,16,4,0,U,Pacific,
104510,1,4,1,U,East North Central,
104511,13,1,0,U,West North Central,
104512,4,2,2,U,West South Central,
104513,16,1,0,R,New England,
104514,14,1,0,R,South Atlantic,
104515,16,1,0,U,New England,
104516,16,1,0,U,Middle Atlantic,
104517,16,2,0,U,South Atlantic,
104518,16,1,0,U,West South Central,
104519,12,1,0,U,West North Central,
104520,16,1,0,U,Middle Atlantic,
104521,13,1,0,C,West North Central,
104522,9,1,0,R,East South Central,
104523,14,2,0,U,Mountain,
104524,9,1,0,U,West North Central,
104525,15,1,0,U,South Atlantic,
104526,16,4,0,U,Middle Atlantic,
104527,13,1,0,U,West North Central,
104528,14,4,0,U,Pacific,
104529,11,1,0,C,New England,
104530,16,1,0,U,South Atlantic,
104531,16,3,0,U,South Atlantic,
104532,7,1,0,U,Middle Atlantic,
104533,15,1,0,U,Middle Atlantic,
104534,16,1,0,U,Mountain,
104535,10,1,0,U,Pacific,
104536,8,4,0,U,Pacific,
104537,16,1,0,U,East North Central,
104538,16,1,0,U,West North Central,
104539,11,1,0,C,Pacific,
104540,12,1,0,U,Mountain,
104541,15,4,1,U,Pacific,
104542,13,1,0,U,Mountain,
104543,2,1,3,U,Mountain,
104544,13,6,0,R,West South Central,
104545,14,1,0,U,East North Central,
104546,12,1,0,U,New England,
104547,16,1,0,U,South Atlantic,
104548,16,1,0,U,East North Central,
104549,12,1,0,U,East South Central,
104550,15,1,0,U,Pacific,
104551,8,1,0,U,Pacific,
104552,16,1,0,U,West North Central,
104553,15,1,3,R,West North Central,
104554,12,1,0,R,East North Central,
104555,14,1,0,U,West North Central,
104556,15,1,0,R,South Atlantic,
104557,15,1,0,C,West North Central,
104558,11,6,0,U,Mountain,
104559,15,1,0,U,Mountain,
104560,13,1,0,U,South Atlantic,
104561,7,1,0,R,West North Central,
104562,16,1,0,U,Mountain,
104563,12,1,0,C,Mountain,
104564,15,1,0,R,West North Central,
104565,14,1,0,R,Middle Atlantic,
104566,13,1,0,R,East North Central,
104567,13,1,0,R,New England,
104568,13,4,0,R,West South Central,
104569,10,3,2,U,Mountain,
104570,14,1,0,U,Mountain,
104571,9,3,0,R,East South Central,
104572,12,6,0,U,East North Central,
104573,11,1,0,U,South Atlantic,
104574,10,2,0,U,West North Central,
104575,12,6,0,R,West South Central,
104576,14,1,0,U,New England,
104577,4,1,3,R,East South Central,
104578,16,1,0,R,New England,
104579,1,1,2,R,East North Central,
104580,5,6,2,U,South Atlantic,
104581,15,1,0,U,South Atlantic,
104582,15,1,0,U,South Atlantic,
104583,9,2,0,U,South Atlantic,
104584,15,1,0,U,Pacific,
104585,8,2,0,C,East South Central,
104586,3,1,3,R,New England,
104587,13,4,0,U,West North Central,
104588,12,1,2,C,West North Central,
104589,13,1,0,U,West North Central,
104590,11,1,0,U,East South Central,
104591,9,1,0,U,East North Central,
104592,2,1,2,C,South Atlantic,
104593,11,1,0,U,Mountain,
104594,16,1,0,U,New England,
104595,15,1,0,U,East North Central,
104596,7,1,3,R,West South Central,
104597,16,1,0,U,Pacific,
104598,13,1,0,U,South Atlantic,
104599,8,1,0,C,Mountain,
104600,11,1,0,U,Middle Atlantic,
104601,14,1,0,C,West North Central,
104602,15,1,0,R,South Atlantic,
104603,15,1,0,U,South Atlantic,
104604,10,1,0,U,Mountain,
104605,10,2,0,C,Middle Atlantic,
104606,13,1,1,R,East South Central,
104607,11,1,0,R,South Atlantic,
104608,14,1,0,U,Middle Atlantic,
104609,11,1,0,C,South Atlantic,
104610,2,1,2,U,Pacific,
104611,1,1,0,U,West South Central,
104612,14,5,0,U,West South Central,
104613,9,1,0,R,Middle Atlantic,
104614,16,1,0,U,Middle Atlantic,
104615,9,1,0,U,Middle Atlantic,
104616,15,1,0,C,West North Central,
104617,11,1,0,R,West North Central,
104618,8,1,0,R,West South Central,
104619,13,1,3,R,New England,
104620,16,1,0,U,Pacific,
104621,4,1,0,C,South Atlantic,
104622,15,1,0,U,Mountain,
104623,12,1,0,U,Pacific,
104624,12,2,0,U,Middle Atlantic,
104625,9,1,0,U,Mountain,
104626,16,1,0,U,Pacific,
104627,16,1,0,U,West North Central,
104628,1,1,0,R,West North Central,
104629,15,1,0,U,East North Central,
104630,13,1,0,R,Mountain,
104631,6,1,0,U,South Atlantic,
104632,13,2,0,U,West South Central,
104633,15,1,0,U,Mountain,
104634,13,1,0,R,Middle Atlantic,
104635,11,1,0,U,New England,
104636,12,1,0,R,West North Central,
104637,13,1,0,C,West North Central,
104638,4,2,0,U,East South Central,
104639,16,4,0,U,West North Central,
104640,16,1,0,U,New England,
104641,15,1,0,U,Middle Atlantic,
104642,15,1,0,U,Middle Atlantic,
104643,13,1,0,U,Mountain,
104644,10,3,0,C,West North Central,
104645,5,1,0,U,Middle Atlantic,
104646,8,2,2,U,South Atlantic,
104647,15,1,3,C,East South Central,
104648,13,1,0,C,East South Central,
104649,16,1,0,U,West South Central,
104650,14,1,2,R,South Atlantic,
104651,10,1,0,U,East North Central,
104652,7,1,0,U,Middle Atlantic,
104653,15,1,0,U,New England,
104654,10,1,0,R,Mountain,
104655,6,1,0,U,South Atlantic,
104656,16,1,0,U,South Atlantic,
104657,14,4,0,C,West North Central,
104658,7,1,0,C,Pacific,
104659,1,6,2,U,Middle Atlantic,
104660,14,1,0,R,Middle Atlantic,
104661,4,2,0,U,South Atlantic,
104662,15,1,0,U,New England,
104663,14,1,0,U,Pacific,
104664,14,1,0,U,South Atlantic,
104665,12,1,0,U,South Atlantic,
104666,11,1,0,R,South Atlantic,
104667,5,3,0,R,West South Central,
104668,16,1,0,C,Pacific,
104669,14,1,0,U,Pacific,
104670,16,1,0,U,South Atlantic,
104671,12,1,2,R,Mountain,
104672,9,1,0,U,Pacific,
104673,14,1,0,U,Mountain,
104674,13,1,0,U,New England,
104675,11,1,0,R,South Atlantic,
104676,14,1,0,U,New England,
104677,11,1,0,C,Pacific,
104678,16,1,0,R,West South Central,
104679,8,1,0,U,East North Central,
104680,1,3,0,R,Pacific,
104681,8,2,0,U,South Atlantic,
104682,9,1,0,R,South Atlantic,
104683,5,1,0,U,South Atlantic,
104684,15,1,0,U,West North Central,
104685,15,1,0,U,East North Central,
104686,9,1,0,R,West South Central,
104687,12,1,0,U,South Atlantic,
104688,15,1,0,U,Pacific,
104689,13,1,0,U,Middle Atlantic,
104690,7,1,0,U,West North Central,
104691,10,1,0,U,Mountain,
104692,13,1,3,C,East North Central,
104693,15,1,0,U,Mountain,
104694,5,1,0,U,West North Central,
104695,15,1,0,U,Pacific,
104696,13,1,0,R,South Atlantic,
104697,16,1,0,U,South Atlantic,
104698,15,1,3,R,New England,
104699,11,1,0,U,East South Central,
104700,14,1,0,U,Mountain,
104701,1,1,3,C,East North Central,
104702,11,1,0,R,East North Central,
104703,15,1,0,R,South Atlantic,
104704,3,2,0,U,East South Central,
104705,15,1,0,U,Pacific,
104706,14,1,0,U,West South Central,
104707,14,1,0,R,West North Central,
104708,16,1,0,U,Middle Atlantic,
104709,14,1,0,C,Mountain,
104710,11,1,0,U,Pacific,
104711,15,3,0,R,West South Central,
104712,7,1,0,R,West South Central,
104713,11,1,0,R,New England,
104714,13,1,0,R,East South Central,
104715,7,3,0,U,New England,
104716,13,1,0,C,Middle Atlantic,
104717,12,1,0,U,Mountain,
104718,1,1,0,U,Mountain,
104719,14,1,0,U,West South Central,
104720,16,1,0,U,West North Central,
104721,16,1,0,U,Middle Atlantic,
104722,14,1,0,R,East North Central,
104723,8,1,0,U,West South Central,
104724,7,1,0,R,East North Central,
104725,16,1,0,U,New England,
104726,16,1,0,U,West North Central,
104727,14,1,0,C,New England,
104728,11,1,0,U,East North Central,
104729,16,1,0,U,Middle Atlantic,
104730,12,1,0,R,East North Central,
104731,7,1,0,R,East South Central,
104732,11,1,3,U,East North Central,
104733,5,1,0,C,New England,
104734,13,1,0,U,Middle Atlantic,
104735,14,1,0,U,Pacific,
104736,13,1,0,U,South Atlantic,
104737,10,1,0,U,New England,
104738,15,1,0,R,East North Central,
104739,14,2,0,U,South Atlantic,
104740,6,1,0,U,Pacific,
104741,15,1,0,U,South Atlantic,
104742,12,1,0,R,New England,
104743,13,1,0,U,South Atlantic,
104744,7,1,0,U,Mountain,
104745,9,1,0,C,Mountain,
104746,8,1,0,U,West South Central,
104747,14,2,3,U,South Atlantic,
104748,11,1,0,U,Mountain,
104749,12,1,0,R,South Atlantic,
104750,16,1,0,C,Mountain,
104751,14,1,0,U,South Atlantic,
104752,14,1,0,R,South Atlantic,
104753,3,1,0,R,New England,
104754,15,1,0,U,South Atlantic,
104755,12,1,2,C,East North Central,
104756,13,1,0,C,East North Central,
104757,14,1,0,U,West South Central,
104758,16,1,0,U,Middle Atlantic,
104759,14,1,0,U,West South Central,
104760,15,1,0,U,Mountain,
104761,8,2,1,R,South Atlantic,
104762,14,1,0,U,South Atlantic,
104763,14,1,0,U,New England,
104764,9,2,0,C,South Atlantic,
104765,13,1,0,U,East South Central,
104766,9,1,0,U,Mountain,
104767,7,1,2,R,West South Central,
104768,1,2,3,U,South Atlantic,
104769,11,1,0,R,South Atlantic,
104770,5,1,0,U,Middle Atlantic,
104771,16,1,0,U,East North Central,
104772,13,1,0,U,South Atlantic,
104773,13,1,3,U,West South Central,
104774,13,1,0,R,West South Central,
104775,16,1,0,U,East North Central,
104776,14,2,0,U,South Atlantic,
104777,9,1,3,U,South Atlantic,
104778,16,1,0,U,West North Central,
104779,2,1,1,C,Mountain,
104780,15,1,0,R,West North Central,
104781,16,1,0,U,South Atlantic,
104782,16,3,0,U,Pacific,
104783,11,1,0,U,Pacific,
104784,7,1,0,U,Pacific,
104785,16,1,0,U,South Atlantic,
104786,1,1,0,U,South Atlantic,
104787,6,1,2,U,East South Central,
104788,12,1,0,U,Pacific,
104789,3,1,0,R,Middle Atlantic,
104790,16,1,0,U,Mountain,
104791,14,1,0,U,East North Central,
104792,13,1,0,U,Mountain,
104793,7,1,3,U,South Atlantic,
104794,13,1,0,R,South Atlantic,
104795,13,1,0,U,West South Central,
104796,4,1,0,R,Middle Atlantic,
104797,15,1,0,U,Mountain,
104798,13,2,0,U,East North Central,
104799,11,1,0,U,West South Central,
104800,15,1,0,U,West South Central,
104801,16,1,0,U,Pacific,
104802,1,2,3,U,Middle Atlantic,
104803,14,1,0,U,West South Central,
104804,7,1,0,R,South Atlantic,
104805,9,1,0,C,New England,
104806,16,1,0,U,South Atlantic,
104807,12,1,0,R,East North Central,
104808,14,1,0,U,Middle Atlantic,
104809,7,1,0,U,Mountain,
104810,16,1,0,U,East North Central,
104811,3,1,0,C,West North Central,
104812,9,5,0,U,Pacific,
104813,7,1,0,R,Mountain,
104814,1,3,0,U,New England,
